word,occurences,classNum,C_N,Unc_N,Sing_N,Plu_N,GrC_N,GrUnc_N,Attr_N,PostPos_N,Voc_N,Proper_N,Exp_N
beholder,23,1,Y,N,N,N,N,N,N,N,N,N,N
beige,9,1,N,Y,N,N,N,N,N,N,N,N,N
being,1651,1,Y,Y,N,N,N,N,N,N,N,N,N
belay,18,1,Y,N,N,N,N,N,N,N,N,N,N
belaying-pin,0,1,Y,N,N,N,N,N,N,N,N,N,N
belch,14,1,Y,N,N,N,N,N,N,N,N,N,N
beldame,2,1,Y,N,N,N,N,N,N,N,N,N,N
belfry,15,1,Y,N,N,N,N,N,N,N,N,N,N
Belgian,103,1,Y,N,N,N,N,N,N,N,N,N,N
Belgium,180,1,N,N,N,N,N,N,N,N,N,Y,N
belief,1638,1,Y,Y,Y,N,N,N,N,N,N,N,N
believer,157,1,Y,N,N,N,N,N,N,N,N,N,N
believing,11,1,N,Y,N,N,N,N,N,N,N,N,N
Belisha,9,1,N,N,N,N,N,N,N,N,N,Y,N
Belisha beacon,0,1,Y,N,N,N,N,N,N,N,N,N,N
bell,745,1,Y,N,N,N,N,N,N,N,N,N,N
belladonna,2,1,Y,Y,N,N,N,N,N,N,N,N,N
bell-bottoms,0,1,N,N,N,Y,N,N,N,N,N,N,N
bellboy,14,1,Y,N,N,N,N,N,N,N,N,N,N
bell-buoy,0,1,Y,N,N,N,N,N,N,N,N,N,N
belle,47,1,Y,N,N,N,N,N,N,N,N,N,N
belles-lettres,0,1,N,Y,N,N,N,N,N,N,N,N,N
bellflower,2,1,Y,N,N,N,N,N,N,N,N,N,N
bell-founder,1,1,Y,N,N,N,N,N,N,N,N,N,N
bell-foundry,0,1,Y,N,N,N,N,N,N,N,N,N,N
bellhop,6,1,Y,N,N,N,N,N,N,N,N,N,N
bellicosity,1,1,N,Y,N,N,N,N,N,N,N,N,N
belligerence,17,1,N,Y,N,N,N,N,N,N,N,N,N
belligerency,2,1,N,Y,N,N,N,N,N,N,N,N,N
belligerent,5,1,Y,N,N,N,N,N,N,N,N,N,N
bell-metal,0,1,N,Y,N,N,N,N,N,N,N,N,N
bellow,13,1,Y,N,N,N,N,N,N,N,N,N,N
bellows,22,1,Y,N,N,N,N,N,N,N,N,N,N
bell-push,5,1,Y,N,N,N,N,N,N,N,N,N,N
bell-tent,0,1,Y,N,N,N,N,N,N,N,N,N,N
bell-wether,0,1,Y,N,N,N,N,N,N,N,N,N,N
belly,365,1,Y,N,N,N,N,N,N,N,N,N,N
belly-ache,2,1,Y,Y,N,N,N,N,N,N,N,N,N
belly button,0,1,Y,N,N,N,N,N,N,N,N,N,N
belly dance,0,1,Y,N,N,N,N,N,N,N,N,N,N
belly dancer,0,1,Y,N,N,N,N,N,N,N,N,N,N
belly-flop,1,1,Y,N,N,N,N,N,N,N,N,N,N
bellyful,6,1,Y,N,N,N,N,N,N,N,N,N,N
belly landing,0,1,Y,Y,N,N,N,N,N,N,N,N,N
belly-laugh,2,1,Y,N,N,N,N,N,N,N,N,N,N
belongings,103,1,N,N,N,Y,N,N,N,N,N,N,N
beloved,38,1,N,N,Y,N,N,N,Y,N,Y,N,N
belt,481,1,Y,N,N,N,N,N,N,N,N,N,N
belting,6,1,N,Y,N,N,N,N,N,N,N,N,N
beltway,1,1,Y,N,N,N,N,N,N,N,N,N,N
ben,699,1,Y,N,N,N,N,N,N,N,N,N,N
bench,473,1,Y,N,Y,N,N,Y,N,N,N,N,N
bencher,6,1,Y,N,N,N,N,N,N,N,N,N,N
bench mark,0,1,Y,N,N,N,N,N,N,N,N,N,N
bend,179,1,Y,N,N,N,N,N,N,N,N,N,N
bends,1,1,N,Y,N,Y,N,N,N,N,N,N,N
benedick,15,1,Y,N,N,N,N,N,N,N,N,N,N
Benedict,20,1,N,N,N,N,N,N,N,N,N,Y,N
Benedictine,6,1,Y,N,N,N,N,N,N,N,N,N,N
benedictine,1,1,N,Y,N,N,N,N,N,N,N,N,N
benediction,20,1,Y,N,N,N,N,N,N,N,N,N,N
Benedictus,1,1,N,N,N,N,N,N,N,N,N,Y,N
benefaction,3,1,Y,Y,N,N,N,N,N,N,N,N,N
benefactor,39,1,Y,N,N,N,N,N,N,N,N,N,N
benefactress,1,1,Y,N,N,N,N,N,N,N,N,N,N
benefice,1,1,Y,N,N,N,N,N,N,N,N,N,N
beneficence,3,1,N,Y,N,N,N,N,N,N,N,N,N
beneficiary,68,1,Y,N,N,N,N,N,N,N,N,N,N
benefit,2233,1,Y,Y,N,N,N,N,N,N,N,N,N
benefit of clergy,0,1,N,Y,N,N,N,N,N,N,N,N,N
benefit of the doubt,0,1,N,Y,N,N,N,N,N,N,N,N,N
benevolence,27,1,N,Y,Y,N,N,N,N,N,N,N,N
Bengal,36,1,N,N,N,N,N,N,N,N,N,Y,N
Bengalese,0,1,Y,N,N,N,N,N,N,N,N,N,N
Bengali,15,1,Y,Y,N,N,N,N,N,N,N,N,N
benignity,3,1,Y,Y,N,N,N,N,N,N,N,N,N
Benin,11,1,N,N,N,N,N,N,N,N,N,Y,N
Beninese,0,1,Y,N,N,N,N,N,N,N,N,N,N
bent,14,1,Y,N,N,N,N,N,N,N,N,N,N
Benzedrine,6,1,N,N,N,N,N,N,N,N,N,Y,N
benzene,2,1,N,Y,N,N,N,N,N,N,N,N,N
benzine,5,1,N,Y,N,N,N,N,N,N,N,N,N
benzol,0,1,N,Y,N,N,N,N,N,N,N,N,N
bequest,36,1,Y,Y,N,N,N,N,N,N,N,N,N
bereaved,10,1,N,N,N,N,N,Y,N,N,N,N,N
bereavement,21,1,Y,Y,N,N,N,N,N,N,N,N,N
beret,43,1,Y,N,N,N,N,N,N,N,N,N,N
berg,23,1,Y,N,N,N,N,N,N,N,N,N,N
beriberi,13,1,N,Y,N,N,N,N,N,N,N,N,N
berk,6,1,Y,N,N,N,N,N,N,N,Y,N,N
Bermuda,27,1,N,N,N,N,N,N,N,N,N,Y,N
Bermudan,0,1,Y,N,N,N,N,N,N,N,N,N,N
berry,186,1,Y,N,N,N,N,N,N,N,N,N,N
berth,81,1,Y,N,N,N,N,N,N,N,N,N,N
beryl,8,1,Y,Y,N,N,N,N,N,N,N,N,N
besieger,2,1,Y,N,N,N,N,N,N,N,N,N,N
besom,4,1,Y,N,N,N,N,N,N,N,N,N,N
bestiality,3,1,Y,Y,N,N,N,N,N,N,N,N,N
bestiary,0,1,Y,N,N,N,N,N,N,N,N,N,N
best man,0,1,Y,N,N,N,N,N,N,N,N,N,N
bestowal,3,1,N,Y,N,N,N,N,N,N,N,N,N
best-seller,20,1,Y,N,N,N,N,N,N,N,N,N,N
bet,126,1,Y,N,N,N,N,N,N,N,N,N,N
beta,18,1,Y,N,Y,N,N,N,N,N,N,N,N
betel,3,1,N,Y,N,N,N,N,N,N,N,N,N
betel-nut,0,1,Y,Y,N,N,N,N,N,N,N,N,N
bete-noire,0,1,Y,N,N,N,N,N,N,N,N,N,N
bethel,15,1,Y,N,N,N,N,N,N,N,N,N,N
betrayal,146,1,Y,Y,N,N,N,N,N,N,N,N,N
betrayer,6,1,Y,N,N,N,N,N,N,N,N,N,N
betrothal,11,1,Y,Y,N,N,N,N,N,N,N,N,N
betrothed,5,1,N,N,Y,Y,N,N,N,N,N,N,N
better,4,1,Y,N,N,N,N,N,N,N,N,N,N
better,0,1,N,N,Y,N,N,N,N,N,N,N,N
betterment,6,1,N,Y,N,N,N,N,N,N,N,N,N
betters,27,1,N,N,N,Y,N,N,N,N,N,N,N
bevel,3,1,Y,N,N,N,N,N,N,N,N,N,N
bevel gear,0,1,Y,N,N,N,N,N,N,N,N,N,N
beverage,28,1,Y,N,N,N,N,N,N,N,N,N,N
bevy,39,1,Y,N,N,N,N,N,N,N,N,N,N
bewilderment,74,1,N,Y,N,N,N,N,N,N,N,N,N
bey,4,1,Y,N,N,N,N,N,N,Y,N,N,N
beyond,0,1,N,N,Y,N,N,N,N,N,N,N,N
bezique,0,1,N,Y,N,N,N,N,N,N,N,N,N
bhang,0,1,N,Y,N,N,N,N,N,N,N,N,N
Bhutan,2,1,N,N,N,N,N,N,N,N,N,Y,N
Bhutani,0,1,Y,Y,N,N,N,N,N,N,N,N,N
bias,183,1,Y,Y,N,N,N,N,N,N,N,N,N
bias binding,0,1,N,Y,N,N,N,N,N,N,N,N,N
bib,39,1,Y,N,N,N,N,N,N,N,N,N,N
bible,27,1,Y,N,N,N,N,N,N,N,N,N,N
Bible,343,1,N,N,N,N,N,N,N,N,N,Y,N
bibliographer,0,1,Y,N,N,N,N,N,N,N,N,N,N
bibliography,45,1,Y,Y,N,N,N,N,N,N,N,N,N
bibliophile,2,1,Y,N,N,N,N,N,N,N,N,N,N
bicameral legislature,0,1,Y,N,N,N,N,N,N,N,N,N,N
bicarb,0,1,N,Y,N,N,N,N,N,N,N,N,N
bicarbonate,24,1,N,Y,N,N,N,N,N,N,N,N,N
bicarbonate of soda,0,1,N,Y,N,N,N,N,N,N,N,N,N
bicentenary,2,1,Y,N,N,N,N,N,N,N,N,N,N
bicentennial,3,1,Y,N,N,N,N,N,N,N,N,N,N
biceps,28,1,Y,N,N,N,N,N,N,N,N,N,N
bicycle,404,1,Y,Y,N,N,N,N,N,N,N,N,N
bicyclist,9,1,Y,N,N,N,N,N,N,N,N,N,N
bid,244,1,Y,N,N,N,N,N,N,N,N,N,N
bidder,29,1,Y,N,N,N,N,N,N,N,N,N,N
bidding,33,1,N,Y,N,N,N,N,N,N,N,N,N
bidet,20,1,Y,N,N,N,N,N,N,N,N,N,N
biennial,5,1,Y,N,N,N,N,N,N,N,N,N,N
bier,12,1,Y,N,N,N,N,N,N,N,N,N,N
biff,1,1,Y,N,N,N,N,N,N,N,N,N,N
bifocals,3,1,N,N,N,Y,N,N,N,N,N,N,N
bifurcation,0,1,Y,Y,N,N,N,N,N,N,N,N,N
bigamist,1,1,Y,N,N,N,N,N,N,N,N,N,N
bigamy,5,1,N,Y,N,N,N,N,N,N,N,N,N
big bang theory,0,1,N,N,Y,N,N,N,N,N,N,N,N
big brother,0,1,Y,N,N,N,N,N,N,N,N,N,N
big business,0,1,Y,Y,N,N,N,N,N,N,N,N,N
Big Dipper,0,1,N,N,N,N,N,N,N,N,N,Y,N
big end,0,1,Y,N,N,N,N,N,N,N,N,N,N
big game,0,1,N,Y,N,N,N,N,N,N,N,N,N
bighead,0,1,Y,N,N,N,N,N,N,N,Y,N,N
bight,4,1,Y,N,N,N,N,N,N,N,N,N,N
big name,0,1,Y,N,N,N,N,N,N,N,N,N,N
bigness,19,1,N,Y,N,N,N,N,N,N,N,N,N
bigot,14,1,Y,N,N,N,N,N,N,N,N,N,N
bigotry,21,1,Y,Y,N,N,N,N,N,N,N,N,N
big sister,0,1,Y,N,N,N,N,N,N,N,N,N,N
big stick,0,1,N,N,Y,N,N,N,N,N,N,N,N
big time,0,1,N,N,Y,N,N,N,N,N,N,N,N
big-timer,0,1,Y,N,N,N,N,N,N,N,N,N,N
big top,0,1,Y,N,N,N,N,N,N,N,N,N,N
bigwig,8,1,Y,N,N,N,N,N,N,N,N,N,N
bijou,19,1,Y,N,N,N,N,N,Y,N,N,N,N
bike,188,1,Y,Y,N,N,N,N,N,N,N,N,N
bikini,40,1,Y,N,N,N,N,N,N,N,N,N,N
bilabial,0,1,Y,N,N,N,N,N,N,N,N,N,N
bilateralism,0,1,N,Y,N,N,N,N,N,N,N,N,N
bilberry,14,1,Y,N,N,N,N,N,N,N,N,N,N
bile,33,1,N,Y,N,N,N,N,N,N,N,N,N
bile-duct,0,1,Y,N,N,N,N,N,N,N,N,N,N
bilge,31,1,N,Y,N,N,N,N,N,N,N,N,N
bilge-water,0,1,N,Y,N,N,N,N,N,N,N,N,N
bilharzia,9,1,N,Y,N,N,N,N,N,N,N,N,N
bilingual,2,1,Y,N,N,N,N,N,N,N,N,N,N
biliousness,0,1,N,Y,N,N,N,N,N,N,N,N,N
bill,1353,1,Y,N,N,N,N,N,N,N,N,N,N
billboard,24,1,Y,N,N,N,N,N,N,N,N,N,N
billet,22,1,Y,N,N,N,N,N,N,N,N,N,N
billet-doux,0,1,Y,N,N,N,N,N,N,N,N,N,N
billfold,15,1,Y,N,N,N,N,N,N,N,N,N,N
billhook,2,1,Y,N,N,N,N,N,N,N,N,N,N
billiard,46,1,N,N,N,N,N,N,Y,N,N,N,N
billiard-marker,0,1,Y,N,N,N,N,N,N,N,N,N,N
billiard-player,0,1,Y,N,N,N,N,N,N,N,N,N,N
billiard-room,0,1,Y,N,N,N,N,N,N,N,N,N,N
billiards,47,1,N,Y,N,N,N,N,N,N,N,N,N
billiard-table,3,1,Y,N,N,N,N,N,N,N,N,N,N
billingsgate,1,1,N,Y,N,N,N,N,N,N,N,N,N
Billingsgate,13,1,N,N,N,N,N,N,N,N,N,Y,N
billion,180,1,Y,N,N,N,N,N,N,N,N,N,N
billionth,7,1,Y,N,N,N,N,N,N,N,N,N,N
Bill of Exchange,0,1,Y,N,N,N,N,N,N,N,N,N,N
bill of fare,0,1,Y,N,N,N,N,N,N,N,N,N,N
bill of health,0,1,N,N,N,N,N,N,N,N,N,N,Y
bill of lading,0,1,Y,N,N,N,N,N,N,N,N,N,N
bill of rights,0,1,Y,N,N,N,N,N,N,N,N,N,N
bill of sale,0,1,Y,N,N,N,N,N,N,N,N,N,N
billow,6,1,Y,N,N,N,N,N,N,N,N,N,N
billposter,1,1,Y,N,N,N,N,N,N,N,N,N,N
billposting,0,1,N,Y,N,N,N,N,N,N,N,N,N
billsticker,1,1,Y,N,N,N,N,N,N,N,N,N,N
billy,599,1,Y,N,N,N,N,N,N,N,N,N,N
billycan,3,1,Y,N,N,N,N,N,N,N,N,N,N
billy-goat,0,1,Y,N,N,N,N,N,N,N,N,N,N
billy-o,0,1,N,N,N,N,N,N,N,N,N,N,Y
biltong,14,1,N,Y,N,N,N,N,N,N,N,N,N
bimetallism,0,1,N,Y,N,N,N,N,N,N,N,N,N
bin,116,1,Y,N,Y,N,N,N,N,N,N,N,N
bind,18,1,N,N,Y,N,N,N,N,N,N,N,N
binder,20,1,Y,Y,N,N,N,N,N,N,N,N,N
bindery,5,1,Y,N,N,N,N,N,N,N,N,N,N
binding,54,1,Y,Y,N,N,N,N,N,N,N,N,N
bindweed,7,1,N,Y,N,N,N,N,N,N,N,N,N
bine,2,1,Y,N,N,N,N,N,N,N,N,N,N
binge,19,1,Y,N,N,N,N,N,N,N,N,N,N
bingo,106,1,N,Y,N,N,N,N,N,N,N,N,N
binnacle,2,1,Y,N,N,N,N,N,N,N,N,N,N
binoculars,93,1,N,N,N,Y,N,N,N,N,N,N,N
binomial,0,1,Y,N,N,N,N,N,N,N,N,N,N
biochemistry,33,1,N,Y,N,N,N,N,N,N,N,N,N
biographer,37,1,Y,N,N,N,N,N,N,N,N,N,N
biography,136,1,Y,Y,N,N,N,N,N,N,N,N,N
biological warfare,0,1,N,Y,N,N,N,N,N,N,N,N,N
biologist,86,1,Y,N,N,N,N,N,N,N,N,N,N
biology,223,1,N,Y,N,N,N,N,N,N,N,N,N
bioscope,2,1,Y,N,N,N,N,N,N,N,N,N,N
biosphere,33,1,N,N,Y,N,N,N,N,N,N,N,N
biotechnology,33,1,N,Y,N,N,N,N,N,N,N,N,N
biped,2,1,Y,N,N,N,N,N,N,N,N,N,N
biplane,2,1,Y,N,N,N,N,N,N,N,N,N,N
birch,63,1,Y,Y,N,N,N,N,N,N,N,N,N
birch-rod,0,1,Y,N,N,N,N,N,N,N,N,N,N
bird,1841,1,Y,Y,Y,N,N,N,N,N,N,N,N
bird-cage,1,1,Y,N,N,N,N,N,N,N,N,N,N
bird dog,0,1,Y,N,N,N,N,N,N,N,N,N,N
bird-fancier,0,1,Y,N,N,N,N,N,N,N,N,N,N
birdie,34,1,Y,N,N,N,N,N,N,N,N,N,N
birdlime,2,1,N,Y,N,N,N,N,N,N,N,N,N
bird-nesting,0,1,N,Y,N,N,N,N,N,N,N,N,N
bird of paradise,0,1,Y,N,N,N,N,N,N,N,N,N,N
bird of passage,0,1,Y,N,N,N,N,N,N,N,N,N,N
bird of prey,0,1,Y,N,N,N,N,N,N,N,N,N,N
birdseed,0,1,N,Y,N,N,N,N,N,N,N,N,N
bird's-eye view,0,1,Y,N,Y,N,N,N,N,N,N,N,N
bird-watcher,7,1,Y,N,N,N,N,N,N,N,N,N,N
biretta,19,1,Y,N,N,N,N,N,N,N,N,N,N
biro,18,1,Y,Y,N,N,N,N,N,N,N,N,N
birth,1128,1,Y,Y,N,N,N,N,N,N,N,N,N
birth-control,10,1,N,Y,N,N,N,N,N,N,N,N,N
birthday,383,1,Y,N,N,N,N,N,N,N,N,N,N
birthmark,22,1,Y,N,N,N,N,N,N,N,N,N,N
birthplace,38,1,Y,N,N,N,N,N,N,N,N,N,N
birthrate,8,1,Y,N,N,N,N,N,N,N,N,N,N
birthright,19,1,Y,Y,N,N,N,N,N,N,N,N,N
biscuit,277,1,Y,N,N,N,N,N,N,N,N,N,N
bisection,1,1,N,Y,N,N,N,N,N,N,N,N,N
bisexual,2,1,Y,N,N,N,N,N,N,N,N,N,N
bisexuality,1,1,N,Y,N,N,N,N,N,N,N,N,N
bishop,575,1,Y,N,N,N,N,N,N,N,N,N,N
bishopric,2,1,Y,N,N,N,N,N,N,N,N,N,N
bismuth,3,1,N,Y,N,N,N,N,N,N,N,N,N
bison,53,1,Y,N,N,N,N,N,N,N,N,N,N
bisque,1,1,N,Y,N,N,N,N,N,N,N,N,N
bistro,18,1,Y,N,N,N,N,N,N,N,N,N,N
bit,4742,1,Y,N,Y,N,N,N,N,N,N,N,N
bitch,289,1,Y,N,N,N,N,N,N,N,Y,N,N
bitchiness,6,1,N,Y,N,N,N,N,N,N,N,N,N
bite,265,1,Y,Y,Y,N,N,N,N,N,N,N,N
bit part,0,1,Y,N,N,N,N,N,N,N,N,N,N
bitter,34,1,Y,Y,N,N,N,N,N,N,N,N,N
bittern,8,1,Y,N,N,N,N,N,N,N,N,N,N
bitterness,174,1,N,Y,N,N,N,N,N,N,N,N,N
bittiness,1,1,N,Y,N,N,N,N,N,N,N,N,N
bitumen,6,1,N,Y,N,N,N,N,N,N,N,N,N
bivalve,8,1,Y,N,N,N,N,N,N,N,N,N,N
bivouac,26,1,Y,N,N,N,N,N,N,N,N,N,N
biz,9,1,N,Y,N,N,N,N,N,N,N,N,N
blabbermouth,0,1,Y,N,N,N,N,N,N,N,Y,N,N
black,1067,1,Y,Y,N,N,N,N,N,N,N,N,N
blackamoor,4,1,Y,N,N,N,N,N,N,N,N,N,N
black and tan,0,1,Y,N,N,N,N,N,N,N,N,N,N
black and white,0,1,N,Y,N,N,N,N,N,N,N,N,N
black art,0,1,Y,N,Y,N,N,N,N,N,N,N,N
black-beetle,1,1,Y,N,N,N,N,N,N,N,N,N,N
black belt,0,1,Y,N,N,N,N,N,N,N,N,N,N
blackberry,57,1,Y,N,N,N,N,N,N,N,N,N,N
blackberrying,4,1,N,Y,N,N,N,N,N,N,N,N,N
blackbird,49,1,Y,N,N,N,N,N,N,N,N,N,N
blackboard,103,1,Y,N,N,N,N,N,N,N,N,N,N
black box,0,1,Y,N,N,N,N,N,N,N,N,N,N
black cap,0,1,Y,N,N,N,N,N,N,N,N,N,N
Black Country,0,1,N,N,N,N,N,N,N,N,N,Y,N
blackcurrant,15,1,Y,N,N,N,N,N,N,N,N,N,N
Black Death,0,1,N,N,N,N,N,N,N,N,N,Y,N
black eye,0,1,Y,N,N,N,N,N,N,N,N,N,N
black flag,0,1,Y,N,Y,N,N,N,N,N,N,N,N
black frost,0,1,N,Y,N,N,N,N,N,N,N,N,N
blackguard,7,1,Y,N,N,N,N,N,N,N,Y,N,N
blackhead,10,1,Y,N,N,N,N,N,N,N,N,N,N
black hole,0,1,Y,N,N,N,N,N,N,N,N,N,N
black ice,0,1,N,Y,N,N,N,N,N,N,N,N,N
blacking,4,1,N,Y,N,N,N,N,N,N,N,N,N
blackjack,8,1,Y,Y,N,N,N,N,N,N,N,N,N
black-lead,2,1,N,Y,N,N,N,N,N,N,N,N,N
blackleg,8,1,Y,N,N,N,N,N,N,N,N,N,N
blacklist,3,1,Y,N,N,N,N,N,N,N,N,N,N
black magic,0,1,N,Y,N,N,N,N,N,N,N,N,N
blackmail,168,1,N,Y,N,N,N,N,N,N,N,N,N
blackmailer,15,1,Y,N,N,N,N,N,N,N,N,N,N
Black Maria,0,1,Y,N,N,N,N,N,N,N,N,N,N
black market,0,1,Y,N,N,N,N,N,N,N,N,N,N
black marketeer,0,1,Y,N,N,N,N,N,N,N,N,N,N
Black Mass,0,1,Y,N,N,N,N,N,N,N,N,N,N
Black Muslim,0,1,Y,N,N,N,N,N,N,N,N,N,N
blackness,94,1,N,Y,N,N,N,N,N,N,N,N,N
blackout,41,1,Y,N,N,N,N,N,N,N,N,N,N
Black Panther,0,1,Y,N,N,N,N,N,N,N,N,N,N
black pepper,0,1,N,Y,N,N,N,N,N,N,N,N,N
black power,0,1,N,N,Y,N,N,N,N,N,N,N,N
black pudding,0,1,Y,Y,N,N,N,N,N,N,N,N,N
black sheep,0,1,Y,N,N,N,N,N,N,N,N,N,N
Blackshirt,23,1,Y,N,N,N,N,N,N,N,N,N,N
blacksmith,48,1,Y,N,N,N,N,N,N,N,N,N,N
black spot,0,1,Y,N,N,N,N,N,N,N,N,N,N
blackthorn,11,1,Y,Y,N,N,N,N,N,N,N,N,N
blackwater fever,0,1,N,Y,N,N,N,N,N,N,N,N,N
bladder,114,1,Y,N,N,N,N,N,N,N,N,N,N
blade,393,1,Y,N,N,N,N,N,N,N,N,N,N
blaeberry,0,1,Y,N,N,N,N,N,N,N,N,N,N
blah,24,1,N,Y,N,N,N,N,N,N,N,N,N
blame,130,1,N,Y,N,N,N,N,N,N,N,N,N
blamelessness,0,1,N,Y,N,N,N,N,N,N,N,N,N
blameworthiness,0,1,N,Y,N,N,N,N,N,N,N,N,N
blancmange,6,1,Y,Y,N,N,N,N,N,N,N,N,N
blandishments,12,1,N,N,N,Y,N,N,N,N,N,N,N
blandness,8,1,N,Y,N,N,N,N,N,N,N,N,N
blank,43,1,Y,Y,N,N,N,N,N,N,N,N,N
blank cartridge,0,1,Y,N,N,N,N,N,N,N,N,N,N
blank cheque,0,1,Y,N,N,N,N,N,N,N,N,N,N
blanket,528,1,Y,N,N,N,N,N,Y,N,N,N,N
blankness,15,1,N,Y,N,N,N,N,N,N,N,N,N
blank verse,0,1,N,Y,N,N,N,N,N,N,N,N,N
blare,4,1,N,N,Y,N,N,N,N,N,N,N,N
blarney,1,1,N,Y,N,N,N,N,N,N,N,N,N
blasphemer,3,1,Y,N,N,N,N,N,N,N,N,N,N
blasphemy,55,1,Y,Y,N,N,N,N,N,N,N,N,N
blast,195,1,Y,Y,N,N,N,N,N,N,N,N,N
blast-furnace,3,1,Y,N,N,N,N,N,N,N,N,N,N
blast-off,2,1,Y,Y,N,N,N,N,N,N,N,N,N
blather,1,1,Y,Y,N,N,N,N,N,N,N,N,N
blaze,76,1,Y,N,N,N,N,N,N,N,N,N,N
blazer,91,1,Y,N,N,N,N,N,N,N,N,N,N
blazes,4,1,N,N,N,Y,N,N,N,N,N,N,N
blazon,1,1,Y,N,N,N,N,N,N,N,N,N,N
blazonry,0,1,N,Y,Y,N,N,N,N,N,N,N,N
bleach,28,1,N,Y,N,N,N,N,N,N,N,N,N
bleacher,1,1,Y,N,N,N,N,N,N,N,N,N,N
bleachers,8,1,N,N,N,Y,N,N,N,N,N,N,N
bleaching-powder,0,1,N,Y,N,N,N,N,N,N,N,N,N
bleariness,0,1,N,Y,N,N,N,N,N,N,N,N,N
bleat,9,1,Y,N,N,N,N,N,N,N,N,N,N
bleeder,3,1,Y,N,N,N,N,N,N,N,Y,N,N
bleeding heart,0,1,Y,N,N,N,N,N,N,N,N,N,N
bleep,3,1,Y,N,N,N,N,N,N,N,N,N,N
blemish,42,1,Y,Y,N,N,N,N,N,N,N,N,N
blend,62,1,Y,N,N,N,N,N,N,N,N,N,N
blender,24,1,Y,N,N,N,N,N,N,N,N,N,N
blessedness,3,1,N,Y,N,N,N,N,N,N,N,N,N
Blessed Sacrament,0,1,N,N,N,N,N,N,N,N,N,Y,N
Blessed Virgin Mary,0,1,N,N,N,N,N,N,N,N,N,Y,N
blessing,250,1,Y,Y,N,N,N,N,N,N,N,N,N
blether,2,1,N,Y,N,N,N,N,N,N,N,N,N
blight,61,1,Y,Y,N,N,N,N,N,N,N,N,N
blighter,11,1,Y,N,N,N,N,N,N,N,Y,N,N
blimp,0,1,Y,N,N,N,N,N,N,N,N,N,N
Blimp,2,1,Y,N,N,N,N,N,N,N,N,N,N
blind,129,1,Y,N,N,Y,N,N,N,N,N,N,N
blind alley,0,1,Y,N,N,N,N,N,N,N,N,N,N
blind date,0,1,Y,N,N,N,N,N,N,N,N,N,N
blinder,0,1,Y,N,N,N,N,N,N,N,N,N,N
blinders,0,1,N,N,N,Y,N,N,N,N,N,N,N
blindfold,10,1,Y,N,N,N,N,N,N,N,N,N,N
blind man's buff,0,1,N,Y,N,N,N,N,N,N,N,N,N
blindness,79,1,N,Y,N,N,N,N,N,N,N,N,N
blind spot,0,1,Y,N,N,N,N,N,N,N,N,N,N
blink,21,1,Y,N,N,N,N,N,N,N,N,N,N
blinkers,12,1,N,N,N,Y,N,N,N,N,N,N,N
blip,26,1,Y,N,N,N,N,N,N,N,N,N,N
bliss,146,1,N,Y,N,N,N,N,N,N,N,N,N
blissfulness,0,1,N,Y,N,N,N,N,N,N,N,N,N
blister,71,1,Y,N,N,N,N,N,N,N,N,N,N
blitz,65,1,Y,N,N,N,N,N,N,N,N,N,N
blizzard,48,1,Y,N,N,N,N,N,N,N,N,N,N
bloater,7,1,Y,N,N,N,N,N,N,N,N,N,N
blob,52,1,Y,N,N,N,N,N,N,N,N,N,N
bloc,133,1,Y,N,N,N,N,N,N,N,N,N,N
block,976,1,Y,N,Y,N,N,N,N,N,N,N,N
blockade,49,1,Y,N,N,N,N,N,N,N,N,N,N
blockade-runner,1,1,Y,N,N,N,N,N,N,N,N,N,N
blockage,13,1,Y,N,N,N,N,N,N,N,N,N,N
block and tackle,0,1,Y,Y,N,N,N,N,N,N,N,N,N
blockbuster,3,1,Y,N,N,N,N,N,N,N,N,N,N
block capitals,0,1,N,N,N,Y,N,N,N,N,N,N,N
blockhead,4,1,Y,N,N,N,N,N,N,N,Y,N,N
blockhouse,10,1,Y,N,N,N,N,N,N,N,N,N,N
block letters,0,1,N,N,N,Y,N,N,N,N,N,N,N
bloke,154,1,Y,N,N,N,N,N,N,N,N,N,N
blond,6,1,Y,N,N,N,N,N,N,N,N,N,N
blonde,74,1,Y,N,N,N,N,N,N,N,N,N,N
blood,2538,1,Y,Y,N,N,N,N,N,N,N,N,N
blood bank,0,1,Y,N,N,N,N,N,N,N,N,N,N
bloodbath,6,1,Y,N,N,N,N,N,N,N,N,N,N
blood brother,0,1,Y,N,N,N,N,N,N,N,N,N,N
blood count,0,1,Y,N,N,N,N,N,N,N,N,N,N
blood-donor,0,1,Y,N,N,N,N,N,N,N,N,N,N
blood feud,0,1,Y,N,N,N,N,N,N,N,N,N,N
blood-group,0,1,Y,N,N,N,N,N,N,N,N,N,N
blood-heat,2,1,N,Y,N,N,N,N,N,N,N,N,N
bloodhound,18,1,Y,N,N,N,N,N,N,N,N,N,N
bloodiness,4,1,N,Y,N,N,N,N,N,N,N,N,N
bloodlessness,0,1,N,Y,N,N,N,N,N,N,N,N,N
blood-letting,2,1,N,Y,N,N,N,N,N,N,N,N,N
bloodlust,5,1,N,Y,N,N,N,N,N,N,N,N,N
blood-money,2,1,N,Y,N,N,N,N,N,N,N,N,N
blood plasma,0,1,N,Y,N,N,N,N,N,N,N,N,N
